"","HHuniqueID","Communication","NoOfContacts","DaysPassed","PrevAttempts","carMake","carModel","carYr","headOfhouseholdGender","annualDonations","EstRace","PetsPurchases","DigitalHabits_5_AlwaysOn","AffluencePurchases","Age","Job","Marital","Education","DefaultOnRecord","RecentBalance","HHInsurance","CarLoan","Weekday","CallDayTime","past_Outcome","call_dur_min","Y_AcceptedOffer","DTPrediction.0","DTPrediction.1","RF1Prediction","RF500rediction.0","RF500rediction.1","RF100rediction.0","RF100rediction.1","trainingRFtc.0","trainingRFtc.1","trainingLG","trainingLGBoost.0","trainingLGBoost.1","trainingKNN.0","trainingKNN.1","combinedscore","rank"
"3562","HHf90957ffd0","cellular",1,294,1,"Ford","Explorer",2004,"F","","Ottawa",TRUE,5,FALSE,25,"services","married","secondary",0,10,1,0,"Thursday",9,"failure",0.849999999999973,0,0.894642857142857,0.105357142857143,0.029611111111111,0.976,0.024,0.95,0.05,0.986,0.014,0.0104584055812333,0.993307149075715,0.00669285092428486,0.74468085106383,0.25531914893617,0.465827548298831,3306
"3563","HH7686a9114b","cellular",1,106,2,"Chevrolet","3500",2009,"F","","",TRUE,4,TRUE,45,"technician","divorced","secondary",0,1738,0,0,"Saturday",10,"failure",1.31666666666674,0,0.894642857142857,0.105357142857143,0.0389999999999999,0.974,0.026,0.95,0.05,0.988,0.012,0.159656321467948,0.731058578630005,0.268941421369995,0.617021276595745,0.382978723404255,1.00493360909934,2473
"3564","HH11dae765f0","cellular",2,-1,0,"Chrysler","Cirrus",2005,"F","","Samoan",TRUE,2,FALSE,50,"technician","divorced","tertiary",0,1679,1,0,"Friday",12,NA,10.0666666666667,0,0.878048780487805,0.121951219512195,0.0342777777777777,0.948,0.052,0.95,0.05,0.978,0.022,5.27720092240286e-05,0.952574126822433,0.0474258731775668,0.723404255319149,0.276595744680851,0.570025609379837,3039
"3565","HHfd13363334","cellular",2,555,6,"Dodge","Avenger",2018,"M","","",FALSE,4,FALSE,38,"management","single","tertiary",0,455,1,0,"Wednesday",16,"success",4.25000000000002,1,0.148936170212766,0.851063829787234,0.966555555555556,0.04,0.96,0.04,0.96,0.036,0.964,0.946469575570003,0.00669285092428473,0.993307149075715,0.170212765957447,0.829787234042553,6.5046277884755,106
"3566","HH19597d7a6a","cellular",3,-1,0,"BMW","7 Series",2019,"F","","",FALSE,5,TRUE,72,"retired","married","secondary",0,676,0,0,"Tuesday",9,NA,3.13333333333332,0,0.346938775510204,0.653061224489796,0.191388888888889,0.842,0.158,0.86,0.14,0.868,0.132,0.336937243317217,0.731058578630005,0.268941421369995,0.553191489361702,0.446808510638298,2.13574839981531,1895
"3567","HH601fc50826","not provided",1,-1,0,"Jeep","Commander",2017,"M","","",TRUE,3,FALSE,37,"blue-collar","married","secondary",0,5334,0,0,"Saturday",17,NA,0.966666666666764,0,0.888888888888889,0.111111111111111,0.0760555555555555,0.966,0.034,0.91,0.09,0.966,0.034,0.101630477553669,0.952574126822433,0.0474258731775668,0.829787234042553,0.170212765957447,0.588380227799794,2995
"3568","HH60bdbbd8eb","cellular",1,70,2,"Lamborghini","Diablo",2001,"F","","",FALSE,3,TRUE,37,"management","divorced","tertiary",0,153,1,0,"Thursday",10,"other",3.68333333333332,0,0.894642857142857,0.105357142857143,0.297666666666667,0.71,0.29,0.7,0.3,0.78,0.22,0.23482916625878,0.268941421369995,0.731058578630005,0.48936170212766,0.51063829787234,2.39188318561827,1827
"3569","HH4ba2b25da5","not provided",2,-1,0,"Chevrolet","Tahoe",2011,"M","","",FALSE,3,FALSE,40,"blue-collar","married","secondary",0,188,1,1,"Saturday",14,NA,9.50000000000005,1,0.222222222222222,0.777777777777778,0.739944444444444,0.19,0.81,0.22,0.78,0.192,0.808,0.0688018463982718,0.993307149075715,0.00669285092428486,0.829787234042553,0.170212765957447,3.42148524105778,1581
"3570","HH6c1f87d858","cellular",2,-1,0,"Audi","riolet",2008,"M","","",FALSE,3,FALSE,47,"management","married","tertiary",0,1224,0,0,"Friday",15,NA,3.15000000000001,0,0.894642857142857,0.105357142857143,0.186055555555556,0.844,0.156,0.9,0.1,0.818,0.182,0.357132376424047,0.268941421369995,0.731058578630005,0.617021276595745,0.382978723404255,2.01452682131545,1924
"3571","HH2b524ed84b","cellular",1,-1,0,"Chevrolet","Camaro",2019,"M","","",FALSE,4,TRUE,30,"unemployed","single","secondary",0,40,0,0,"Wednesday",15,NA,2.21666666666664,0,0.894642857142857,0.105357142857143,0.166055555555556,0.81,0.19,0.72,0.28,0.83,0.17,0.0762370199953147,0.993307149075715,0.00669285092428486,0.51063829787234,0.48936170212766,1.3176487159044,2216
"3572","HH05ee0f5fe8","cellular",1,-1,0,"GMC","Vandura 2500",2002,"F","$1,323.49 ","",TRUE,4,FALSE,38,"management","single","tertiary",0,8953,0,1,"Friday",10,NA,5.01666666666668,0,0.294964028776978,0.705035971223022,0.111055555555556,0.898,0.102,0.87,0.13,0.906,0.094,1.80113744603087e-08,0.993307149075715,0.00669285092428486,0.765957446808511,0.234042553191489,1.27177139335017,2248
"3573","HHb90020d0b6","not provided",9,-1,0,"Audi","A3",2019,"F","","Argentinian",TRUE,4,TRUE,38,"blue-collar","married","secondary",0,1627,0,0,"Tuesday",13,NA,22.0499999999999,1,0.222222222222222,0.777777777777778,0.958555555555556,0.052,0.948,0.12,0.88,0.016,0.984,0.986630996074027,0.268941421369995,0.731058578630005,0.638297872340426,0.361702127659574,5.66916948014138,803
"3574","HHf0685c5606","not provided",2,-1,0,"Toyota","Celica",2003,"M","","",FALSE,1,FALSE,31,"management","married","secondary",0,8629,1,0,"Thursday",9,NA,0.44999999999999,0,0.894642857142857,0.105357142857143,0.0170555555555553,0.99,0.01,0.98,0.02,0.984,0.016,0.00758007750692814,0.993307149075715,0.00669285092428486,0.851063829787234,0.148936170212766,0.314566241501122,3698
"3575","HHc5fed110a2","cellular",2,104,3,"Audi","A8",2018,"F","","",FALSE,5,FALSE,44,"self-employed","divorced","tertiary",0,1070,1,0,"Wednesday",11,"success",2.28333333333334,1,0.148936170212766,0.851063829787234,0.940166666666667,0.046,0.954,0.05,0.95,0.062,0.938,0.77237474320931,0.268941421369995,0.731058578630005,0.361702127659574,0.638297872340426,5.83479502396697,695
"3576","HHcd54a12f23","not provided",41,-1,0,"Buick","Roadmaster",2004,"M","","",FALSE,4,TRUE,28,"blue-collar","single","secondary",0,623,0,0,"Thursday",10,NA,0.416666666666679,0,0.894642857142857,0.105357142857143,0.00666666666666643,0.988,0.012,1,0,0.988,0.012,0.000537303436896009,0.993307149075715,0.00669285092428486,0.914893617021277,0.0851063829787234,0.221693680197047,3918
"3577","HH8addb132a8","telephone",1,-1,0,"Volkswagen","Eurovan",2011,"F","","Japanese",FALSE,1,FALSE,43,"retired","married","secondary",0,860,0,0,"Friday",10,NA,2.20000000000002,1,0.294964028776978,0.705035971223022,0.745055555555556,0.208,0.792,0.25,0.75,0.196,0.804,0.756778637867481,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,4.39590496663071,1307
"3578","HH8f5b2829fe","cellular",2,160,8,"","Tundra",2019,"F","","",FALSE,5,TRUE,34,"technician","single","secondary",0,1279,1,0,"Wednesday",17,"other",2.89999999999997,1,0.894642857142857,0.105357142857143,0.561611111111111,0.348,0.652,0.3,0.7,0.32,0.68,0.0931941044260169,0.731058578630005,0.268941421369995,0.574468085106383,0.425531914893617,2.92502458354677,1714
"3579","HH7f36668fce","cellular",6,-1,0,"","Accent",2007,"M","","",TRUE,2,FALSE,30,"blue-collar","married","primary",0,-336,0,0,"Friday",13,NA,2.1333333333334,0,0.294964028776978,0.705035971223022,0.0622777777777777,0.952,0.048,0.9,0.1,0.96,0.04,0.208978070341456,0.731058578630005,0.268941421369995,0.702127659574468,0.297872340425532,1.66882780336,2045
"3580","HH5962b6e183","cellular",8,-1,0,"BMW","530",2011,"F","","Guamanian",FALSE,1,TRUE,54,"management","married","tertiary",0,1623,0,0,"Friday",12,NA,0.416666666666679,0,0.894642857142857,0.105357142857143,0.0323333333333332,0.974,0.026,0.98,0.02,0.978,0.022,0.0997412945043984,0.952574126822433,0.0474258731775668,0.74468085106383,0.25531914893617,0.575843459475278,3025
"3581","HH28b2242498","cellular",2,445,7,"Maserati","228",1999,"M","$136.96 ","",TRUE,4,FALSE,35,"management","married","tertiary",0,4124,1,0,"Thursday",17,"other",5.83333333333334,1,0,1,0.900055555555556,0.054,0.946,0.08,0.92,0.098,0.902,0.9999999975282,0.00669285092428473,0.993307149075715,0.270833333333333,0.729166666666667,6.49047381327058,116
"3582","HH484f1d5410","cellular",2,296,1,"Audi","Coupe GT",1997,"M","","",FALSE,2,FALSE,43,"management","single","tertiary",0,0,0,0,"Tuesday",16,"failure",4.58333333333346,1,0.894642857142857,0.105357142857143,0.800277777777778,0.176,0.824,0.2,0.8,0.174,0.826,0.771486838094557,0.268941421369995,0.731058578630005,0.531914893617021,0.468085106382979,4.52598766596468,1261
"3583","HH8cf4be9204","cellular",1,300,2,"Volkswagen","Eos",2019,"F","","",FALSE,2,TRUE,36,"admin.","single","secondary",0,507,1,0,"Monday",15,"success",4.39999999999989,0,0.148936170212766,0.851063829787234,0.326,0.736,0.264,0.75,0.25,0.762,0.238,0.884299564764048,0.268941421369995,0.731058578630005,0.297872340425532,0.702127659574468,3.92054963275575,1443
"3584","HHff6b98d9e8","cellular",1,-1,0,"Suzuki","XL-7",2017,"M","","",TRUE,4,TRUE,31,"management","single","tertiary",0,177,1,0,"Friday",9,NA,2.0666666666667,0,0.894642857142857,0.105357142857143,0.0579444444444444,0.966,0.034,0.96,0.04,0.956,0.044,6.80675406616675e-06,0.993307149075715,0.00669285092428486,0.723404255319149,0.276595744680851,0.506652545216345,3182
"3585","HHda047e866b","telephone",1,-1,0,"Chevrolet","Equinox",2019,"F","","",TRUE,3,TRUE,39,"admin.","married","tertiary",0,722,0,0,"Thursday",12,NA,2.34999999999989,0,0.294964028776978,0.705035971223022,0.546222222222222,0.5,0.5,0.58,0.42,0.412,0.588,0.644898149894439,0.731058578630005,0.268941421369995,0.808510638297872,0.191489361702128,3.31836490418958,1605
"3586","HHc7146662a7","cellular",2,-1,0,"Jeep","Liberty",2016,"F","","",FALSE,4,FALSE,26,"technician","married",NA,0,-277,1,0,"Thursday",14,NA,16.9666666666667,0,0.878048780487805,0.121951219512195,0.156555555555556,0.902,0.098,0.91,0.09,0.89,0.11,0.598211940666414,0.268941421369995,0.731058578630005,0.574468085106383,0.425531914893617,2.17475365370223,1886
"3587","HH577b70fa01","not provided",2,-1,0,"Lamborghini","Gallardo",2019,"M","","",TRUE,4,TRUE,43,"management","married","tertiary",0,1825,1,0,"Wednesday",10,NA,12.3666666666666,0,0.222222222222222,0.777777777777778,0.360388888888889,0.724,0.276,0.69,0.31,0.724,0.276,0.536425846776523,0.731058578630005,0.268941421369995,0.680851063829787,0.319148936170213,2.76429398209451,1747
"3588","HH91119ece67","cellular",2,-1,0,"Scion","tC",2019,"M","$450.48 ","",FALSE,3,FALSE,33,"blue-collar","married","secondary",0,89,1,0,"Saturday",9,NA,4.63333333333331,1,0,1,0.920611111111111,0.054,0.946,0.09,0.91,0.06,0.94,0.999999928079497,0.268941421369995,0.731058578630005,0.531914893617021,0.468085106382979,5.99514361309248,566
"3589","HH7c5023eea5","telephone",6,-1,0,"Nissan","Titan",2017,"F","","",FALSE,2,TRUE,31,"technician","married","secondary",0,7,0,0,"Thursday",12,NA,1.93333333333337,0,0.894642857142857,0.105357142857143,0.0382777777777777,0.974,0.026,0.98,0.02,0.974,0.026,0.241035436434639,0.731058578630005,0.268941421369995,0.74468085106383,0.25531914893617,0.942653149597947,2528
"3590","HH59056fbfda","not provided",3,-1,0,"GMC","Jimmy",2003,"F","","",TRUE,3,FALSE,37,"management","single","tertiary",0,8828,0,0,"Friday",14,NA,16.8333333333333,1,0.222222222222222,0.777777777777778,0.783888888888889,0.182,0.818,0.25,0.75,0.158,0.842,0.959248644120865,0.0474258731775666,0.952574126822433,0.680851063829787,0.319148936170213,5.41874948489129,967
"3591","HHafb2b1b077","cellular",1,854,2,"Ford","Escape",2016,"M","","Laotian",TRUE,3,FALSE,37,"management","divorced","tertiary",0,488,1,0,"Thursday",10,"failure",5.46666666666667,1,0.894642857142857,0.105357142857143,0.848,0.11,0.89,0.16,0.84,0.112,0.888,0.931225327828618,0.0474258731775666,0.952574126822433,0.51063829787234,0.48936170212766,5.09651829963585,1100
"3592","HH45c3354ad3","cellular",1,-1,0,"GMC","Sierra 1500",2009,"M","","",FALSE,5,FALSE,49,"admin.","married","secondary",0,5361,0,0,"Friday",13,NA,1.16666666666664,0,0.888888888888889,0.111111111111111,0.158444444444444,0.88,0.12,0.7,0.3,0.93,0.07,0.321063504684807,0.731058578630005,0.268941421369995,0.659574468085106,0.340425531914894,1.53154156908081,2106
"3593","HH17cc1122fb","cellular",2,-1,0,"Infiniti","QX",2011,"M","","",FALSE,2,TRUE,45,"management","divorced","tertiary",0,6572,1,0,"Tuesday",15,NA,0.700000000000109,0,0.894642857142857,0.105357142857143,0.0108333333333332,0.992,0.008,0.93,0.07,0.994,0.006,0.128427771033424,0.731058578630005,0.268941421369995,0.645833333333333,0.354166666666667,0.940893001927229,2529
"3594","HH19bb16ac8a","not provided",5,-1,0,"BMW","5 Series",2014,"F","","Tlingit-Haida",TRUE,2,TRUE,43,"management","married","secondary",0,392,0,0,"Wednesday",9,NA,5.53333333333329,0,0.894642857142857,0.105357142857143,0.0488888888888888,0.972,0.028,0.96,0.04,0.942,0.058,0.304648430894104,0.731058578630005,0.268941421369995,0.893617021276596,0.106382978723404,0.911329973844646,2565
"3595","HHa2d7f5ff35","cellular",2,164,2,"Oldsmobile","Silhouette",2007,"M","$859.22 ","Creek",FALSE,3,FALSE,36,"management","divorced","tertiary",0,1057,0,0,"Sunday",9,"failure",3.83333333333335,1,0,1,0.925055555555556,0.06,0.94,0.04,0.96,0.064,0.936,0.999999998099813,0.0474258731775666,0.952574126822433,0.361702127659574,0.638297872340426,6.42687199726267,155
"3596","HHc6f9bf1c65","not provided",1,-1,0,"Scion","iQ",2019,"F","","",FALSE,4,TRUE,34,"technician","married","secondary",0,1,0,1,"Thursday",17,NA,0.883333333333365,0,0.894642857142857,0.105357142857143,0.00755555555555528,0.988,0.012,0.99,0.01,0.994,0.006,0.0185251135234377,0.999088948805599,0.000911051194400645,0.936170212765957,0.0638297872340425,0.216623094809024,3928
"3597","HH64c8ddf96d","not provided",2,-1,0,"Saturn","VUE",2014,"M","","",FALSE,5,TRUE,33,"admin.","single","secondary",0,1779,1,0,"Thursday",14,NA,2.91666666666659,0,0.894642857142857,0.105357142857143,0.00605555555555535,0.996,0.004,0.99,0.01,1,0,0.0653644460943654,0.952574126822433,0.0474258731775668,0.914893617021277,0.0851063829787234,0.317253845107798,3692
"3598","HH43f96bcf80","cellular",2,-1,0,"Mercury","Sable",2018,"F","","",FALSE,2,FALSE,30,"technician","single","tertiary",0,0,1,0,"Friday",11,NA,2.64999999999993,1,0.787671232876712,0.212328767123288,0.525944444444444,0.352,0.648,0.32,0.68,0.346,0.654,0.164437905335741,0.268941421369995,0.731058578630005,0.595744680851064,0.404255319148936,3.49408057023797,1564
"3599","HHbaa3a5454a","telephone",1,-1,0,"Chevrolet","Prizm",2019,"M","","",FALSE,1,FALSE,59,"management","divorced","tertiary",0,258,1,0,"Thursday",16,NA,4.43333333333328,1,0.787671232876712,0.212328767123288,0.530555555555555,0.416,0.584,0.51,0.49,0.454,0.546,0.732368698583733,0.0474258731775666,0.952574126822433,0.723404255319149,0.276595744680851,3.79386733721031,1482
"3600","HH1dc8c0c146","cellular",3,-1,0,"Buick","Regal",2012,"M","$474.90 ","",TRUE,4,TRUE,48,"technician","married","secondary",0,566,0,0,"Friday",9,NA,0.849999999999973,0,0.894642857142857,0.105357142857143,-1.85962356624714e-16,0.996,0.004,1,0,1,0,9.46106744381345e-10,0.999088948805599,0.000911051194400645,0.957446808510638,0.0425531914893617,0.152821386487012,3995
"3601","HH71991604f8","cellular",3,183,2,"Ford","F-Series",2019,"M","$245.11 ","Spaniard",TRUE,1,TRUE,61,"admin.","married",NA,0,4629,1,0,"Wednesday",15,"success",5.81666666666672,1,0.148936170212766,0.851063829787234,0.974444444444445,0.012,0.988,0,1,0.018,0.982,0.99999999944497,0.00669285092428473,0.993307149075715,0.145833333333333,0.854166666666667,6.66853764497459,16
"3602","HH27a88b4a24","cellular",1,-1,0,"Hyundai","Genesis Coupe",2019,"F","","",FALSE,1,TRUE,26,"technician","single","secondary",0,44,0,0,"Friday",15,NA,3.61666666666654,1,0.294964028776978,0.705035971223022,0.757333333333333,0.2,0.8,0.3,0.7,0.248,0.752,0.9997475760821,0.0474258731775666,0.952574126822433,0.638297872340426,0.361702127659574,5.27105980178713,1035
"3603","HHcf17bf7c3d","cellular",2,178,10,"Lincoln","Town Car",2019,"M","","Aleut",TRUE,3,FALSE,48,"unemployed","married","secondary",0,926,0,0,"Wednesday",12,"success",8.40000000000003,1,0.222222222222222,0.777777777777778,0.9645,0.02,0.98,0.01,0.99,0.044,0.956,0.993700504666324,0.0474258731775666,0.952574126822433,0.106382978723404,0.893617021276596,6.54366943054313,78
"3604","HHfabda57100","cellular",1,214,2,"McLaren","MP4-12C",2019,"F","","",FALSE,1,TRUE,46,"services","divorced","secondary",0,-179,0,0,"Sunday",10,"failure",2.51666666666669,0,0.894642857142857,0.105357142857143,0.186333333333333,0.846,0.154,0.76,0.24,0.81,0.19,0.463725974496994,0.268941421369995,0.731058578630005,0.617021276595745,0.382978723404255,2.2671204193884,1862
"3605","HHb2e0883e92","cellular",1,105,3,"Aston Martin","DB9 Volante",2016,"M","","",TRUE,2,TRUE,48,"management","married","tertiary",0,2351,0,0,"Tuesday",16,"success",2.50000000000007,1,0.148936170212766,0.851063829787234,0.995166666666667,0.008,0.992,0.01,0.99,0.004,0.996,0.999992481117163,0.00669285092428473,0.993307149075715,0.106382978723404,0.893617021276596,6.71598048125671,8
"3606","HHa3ea74df70","cellular",3,-1,0,"Plymouth","Colt",2003,"F","$48.48 ","",FALSE,3,FALSE,33,"management","married","secondary",0,336,0,0,"Wednesday",15,NA,2.98333333333337,1,0,1,0.915055555555556,0.054,0.946,0.09,0.91,0.064,0.936,0.999999985618386,0.0474258731775666,0.952574126822433,0.319148936170213,0.680851063829787,6.42542517627061,156
"3607","HHc3449ea288","cellular",1,-1,0,"GMC","",2019,"F","","American Indian and Alaska Native (AIAN)",FALSE,4,TRUE,44,"technician","divorced","secondary",0,275,0,0,"Tuesday",17,NA,17.9500000000001,1,0.222222222222222,0.777777777777778,0.878555555555556,0.06,0.94,0.11,0.89,0.076,0.924,0.979528019853539,0.00669285092428473,0.993307149075715,0.531914893617021,0.468085106382979,5.97269805309001,592
"3608","HH1ae558e7dd","cellular",1,-1,0,"Chrysler","300M",2014,"F","","",FALSE,4,TRUE,39,"technician","married","tertiary",0,1524,0,0,"Monday",15,NA,9.45000000000004,1,0.222222222222222,0.777777777777778,0.995833333333333,0.006,0.994,0,1,0.008,0.992,0.952121842544293,0.268941421369995,0.731058578630005,0.361702127659574,0.638297872340426,6.0852560712925,455
"3609","HH64708eb086","telephone",5,-1,0,"Lincoln","Continental",2004,"F","","",TRUE,2,FALSE,58,"technician","married","tertiary",0,1692,1,0,"Friday",13,NA,8.61666666666668,0,0.222222222222222,0.777777777777778,0.203111111111111,0.834,0.166,0.85,0.15,0.81,0.19,0.342272872920294,0.731058578630005,0.268941421369995,0.702127659574468,0.297872340425532,2.1928644124936,1880
"3610","HHf12323350f","not provided",7,-1,0,"Isuzu","Impulse",2002,"M","","",TRUE,5,TRUE,41,"blue-collar","married","secondary",1,-204,1,0,"Friday",16,NA,0.833333333333357,0,0.894642857142857,0.105357142857143,0.000666666666666374,1,0,1,0,1,0,0.0034136377039014,0.993307149075715,0.00669285092428486,0.914893617021277,0.0851063829787234,0.200570014464053,3952
"3611","HH540223eda0","cellular",2,93,1,"Buick","Century",2003,"F","","",FALSE,5,TRUE,40,"blue-collar","married","secondary",0,5060,0,0,"Monday",10,"success",2.56666666666669,1,0.148936170212766,0.851063829787234,0.949722222222222,0.06,0.94,0.05,0.95,0.042,0.958,0.96012064115663,0.000911051194400603,0.999088948805599,0.404255319148936,0.595744680851064,6.25401810060053,266
"3612","HH18b552eeb6","cellular",2,-1,0,"Toyota","Sienna",2012,"M","","Tongan",TRUE,1,TRUE,43,"housemaid","married","primary",0,410,1,1,"Thursday",16,NA,0.833333333333357,0,0.894642857142857,0.105357142857143,0.0102777777777776,0.99,0.01,0.98,0.02,0.998,0.002,0.0156982148050539,0.993307149075715,0.00669285092428486,0.659574468085106,0.340425531914894,0.500173740501375,3197
"3613","HH228be99903","cellular",1,168,1,"Hyundai","",2015,"M","","",TRUE,1,TRUE,49,"admin.","married","secondary",0,3608,1,0,"Thursday",12,"success",4.20000000000002,1,0.148936170212766,0.851063829787234,0.969444444444445,0.028,0.972,0.03,0.97,0.032,0.968,0.875085117931289,0.0474258731775666,0.952574126822433,0.479166666666667,0.520833333333333,6.10955640787429,416
"3614","HH8689a4c008","cellular",1,352,5,"Volkswagen","Type 2",2000,"F","","",FALSE,2,TRUE,32,"admin.","single","tertiary",0,1531,1,0,"Friday",11,"failure",0.966666666666605,0,0.894642857142857,0.105357142857143,0.0809444444444444,0.916,0.084,0.84,0.16,0.898,0.102,0.17552331782632,0.952574126822433,0.0474258731775668,0.638297872340426,0.361702127659574,1.0360084615206,2441
"3615","HHc6330852a5","not provided",4,-1,0,"GMC","Envoy",2013,"F","","",FALSE,2,TRUE,26,"blue-collar","single","secondary",0,-214,1,0,"Wednesday",16,NA,1.43333333333345,0,0.787671232876712,0.212328767123288,0.0802222222222222,0.918,0.082,0.84,0.16,0.948,0.052,0.0555821066835172,0.952574126822433,0.0474258731775668,0.872340425531915,0.127659574468085,0.736996321452457,2760
"3616","HHb832a90084","telephone",1,-1,0,"Mazda","RX-7",2004,"M","","",TRUE,2,TRUE,39,"not provided","single",NA,0,0,0,0,"Tuesday",10,NA,0.466666666666686,0,0.894642857142857,0.105357142857143,0.0242777777777777,0.984,0.016,0.94,0.06,0.994,0.006,0.0749110822540356,0.952574126822433,0.0474258731775668,0.638297872340426,0.361702127659574,0.67139622594832,2836
"3617","HH487e216254","not provided",2,-1,0,"Volkswagen","GTI",2013,"M","","",TRUE,4,FALSE,43,"blue-collar","married","secondary",0,1335,1,0,"Wednesday",17,NA,6.18333333333323,0,0.222222222222222,0.777777777777778,0.0258333333333332,0.976,0.024,0.99,0.01,0.97,0.03,0.0904542768194514,0.952574126822433,0.0474258731775668,0.872340425531915,0.127659574468085,1.10731750224288,2371
"3618","HH989a4a8a18","cellular",1,99,2,"Ford","Ranger",2005,"F","","",FALSE,3,FALSE,37,"admin.","single","tertiary",0,1000,1,0,"Tuesday",12,"success",3.98333333333321,1,0.148936170212766,0.851063829787234,0.973333333333333,0.022,0.978,0.05,0.95,0.03,0.97,0.960769927164408,0.0474258731775666,0.952574126822433,0.148936170212766,0.851063829787234,6.51347171356131,99
"3619","HH599247d1ea","cellular",2,-1,0,"Volvo","S60",2012,"M","","Sri Lankan",FALSE,1,FALSE,51,"entrepreneur","married","primary",0,726,1,1,"Wednesday",12,NA,1.44999999999991,0,0.894642857142857,0.105357142857143,-1.63202784619898e-16,0.998,0.002,0.95,0.05,1,0,0.00192558685454833,0.999088948805599,0.000911051194400645,0.659574468085106,0.340425531914894,0.500619312820985,3196
"3620","HH20590f6613","cellular",5,-1,0,"Lincoln","",2019,"F","","",TRUE,4,TRUE,46,"admin.","divorced","secondary",0,2196,0,0,"Tuesday",9,NA,9.55000000000005,1,0.222222222222222,0.777777777777778,0.753277777777778,0.264,0.736,0.23,0.77,0.264,0.736,0.811658712327112,0.268941421369995,0.731058578630005,0.531914893617021,0.468085106382979,5.03058017511787,1124
"3621","HH731e69e9eb","telephone",1,-1,0,"Lexus","LX",2017,"M","","",TRUE,5,FALSE,81,"retired","married","primary",0,0,0,0,"Tuesday",12,NA,3.30000000000004,0,0.346938775510204,0.653061224489796,0.569166666666667,0.4,0.6,0.49,0.51,0.382,0.618,0.605167753075604,0.731058578630005,0.268941421369995,0.531914893617021,0.468085106382979,3.72325550531837,1498
"3622","HH9cc28883bc","cellular",19,-1,0,"Kia","Rio",2019,"F","","",FALSE,4,FALSE,31,"management","married","tertiary",0,18,1,0,"Thursday",12,NA,1.20000000000003,0,0.894642857142857,0.105357142857143,0.0253888888888888,0.976,0.024,0.95,0.05,0.988,0.012,0.0182455002140604,0.731058578630005,0.268941421369995,0.723404255319149,0.276595744680851,0.755139809122049,2735
"3623","HH2475739529","not provided",3,-1,0,"Volkswagen","Jetta",1998,"F","$844.90 ","",FALSE,3,TRUE,53,"technician","married","secondary",0,1319,0,0,"Friday",12,NA,21.9666666666667,1,0.222222222222222,0.777777777777778,0.965,0.022,0.978,0.05,0.95,0.018,0.982,0.999999999627439,0.0474258731775666,0.952574126822433,0.617021276595745,0.382978723404255,6.02333062763191,525
"3624","HHd999191b67","not provided",3,-1,0,"Nissan","Maxima",2008,"F","","",TRUE,3,TRUE,30,"management","single","tertiary",0,501,1,0,"Saturday",9,NA,3.48333333333329,0,0.894642857142857,0.105357142857143,0.0133333333333332,0.992,0.008,0.97,0.03,0.974,0.026,0.033521056438353,0.952574126822433,0.0474258731775668,0.829787234042553,0.170212765957447,0.420516838430509,3430
"3625","HHee54c97ede","telephone",1,-1,0,"Mercedes-Benz","M-Class",2019,"M","","",FALSE,5,TRUE,31,"admin.","married","secondary",0,352,0,0,"Wednesday",9,NA,0.999999999999996,0,0.894642857142857,0.105357142857143,0.0264999999999999,0.988,0.012,0.94,0.06,0.984,0.016,0.106769905390469,0.952574126822433,0.0474258731775668,0.74468085106383,0.25531914893617,0.602872070361349,2953
"3626","HH0fa76034f6","cellular",2,-1,0,"Mitsubishi","Lancer",2012,"F","","",FALSE,1,FALSE,53,"management","married","tertiary",0,15,0,0,"Thursday",16,NA,15.35,1,0.222222222222222,0.777777777777778,0.943555555555556,0.04,0.96,0.07,0.93,0.03,0.97,0.953455445286384,0.0474258731775666,0.952574126822433,0.48936170212766,0.51063829787234,6.05444564775894,490
"3627","HH5caf1b30a5","cellular",1,-1,0,"Volkswagen","Type 2",1999,"F","","",FALSE,5,TRUE,47,"services","divorced","tertiary",0,1639,0,0,"Sunday",14,NA,5.81666666666672,1,0.894642857142857,0.105357142857143,0.878166666666666,0.122,0.878,0.16,0.84,0.138,0.862,0.592952171194134,0.731058578630005,0.268941421369995,0.531914893617021,0.468085106382979,4.01533584180425,1414
"3628","HHd1d50d57d7","cellular",1,102,1,"Lexus","GX",2019,"M","","",TRUE,1,TRUE,56,"retired","divorced","primary",0,694,0,0,"Wednesday",13,"other",2.3999999999999,1,0.894642857142857,0.105357142857143,0.729888888888889,0.226,0.774,0.16,0.84,0.242,0.758,0.528241295750153,0.731058578630005,0.268941421369995,0.382978723404255,0.617021276595745,3.89156113657304,1452
"3629","HHbf54f25949","not provided",1,-1,0,"Toyota","MR2",2015,"F","","Spaniard",TRUE,2,FALSE,51,"management","married","tertiary",0,0,0,0,"Sunday",16,NA,5.03333333333337,1,0.894642857142857,0.105357142857143,0.193833333333333,0.804,0.196,0.85,0.15,0.802,0.198,0.373020536121929,0.952574126822433,0.0474258731775668,0.659574468085106,0.340425531914894,1.41022908407153,2158
