dataID,HHuniqueID,Communication.x,LastContactDay.x,LastContactMonth.x,NoOfContacts.x,DaysPassed.x,PrevAttempts.x,past_Outcome,CallStart.x,CallEnd.x,Y_AcceptedOffer,carMake,carModel,carYr,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age.x,Job.x,Marital.x,Education.x,DefaultOnRecord,RecentBalance,HHInsurance.x,CarLoan.x,Age.y,Job.y,Marital.y,Education.y,Default,Balance,HHInsurance.y,CarLoan.y,Communication.y,LastContactDay.y,LastContactMonth.y,NoOfContacts.y,DaysPassed.y,PrevAttempts.y,Outcome,CallStart.y,CallEnd.y,CarInsurance
2795,HH5c01a70355,,20,jun,2,-1,0,,15:49:58,16:08:16,Accepted,,RAV4,2015,F,$53.87 ,,TRUE,5,TRUE,57,management,married,tertiary,0,9103,0,1,57,management,married,tertiary,0,9103,0,1,,20,jun,2,-1,0,,15:49:58,16:08:16,1
2796,HH16eb1194f4,telephone,12,jul,1,182,3,success,10:15:37,10:25:04,Accepted,Dodge,Dakota,2019,F,,Indonesian,FALSE,2,FALSE,57,retired,married,secondary,0,1044,0,0,57,retired,married,secondary,0,1044,0,0,telephone,12,jul,1,182,3,success,10:15:37,10:25:04,1
2797,HHae6b78ae63,cellular,8,aug,2,-1,0,,9:45:04,9:48:13,DidNotAccept,Acura,TL,2006,F,,,TRUE,2,FALSE,31,admin.,married,secondary,0,88,1,1,31,admin.,married,secondary,0,88,1,1,cellular,8,aug,2,-1,0,,09:45:04,09:48:13,0
2798,HHa982c46e17,cellular,18,may,2,355,1,failure,11:01:33,11:03:39,DidNotAccept,Mercedes-Benz,,2015,F,,,TRUE,1,TRUE,49,admin.,single,secondary,0,1150,1,0,49,admin.,single,secondary,0,1150,1,0,cellular,18,may,2,355,1,failure,11:01:33,11:03:39,0
2799,HHd19c72130b,cellular,8,sep,1,184,3,success,11:19:57,11:24:03,Accepted,Mitsubishi,Montero,2002,F,,Kiowa,TRUE,3,FALSE,60,unemployed,married,secondary,0,957,0,0,60,unemployed,married,secondary,0,957,0,0,cellular,8,sep,1,184,3,success,11:19:57,11:24:03,1
2800,HHb968ca404b,cellular,11,sep,1,37,5,success,10:34:14,10:35:45,Accepted,Ford,Crown Victoria,2014,F,,,TRUE,3,TRUE,36,management,married,tertiary,0,495,0,0,36,management,married,tertiary,0,495,0,0,cellular,11,sep,1,37,5,success,10:34:14,10:35:45,1
2801,HH0969d21c68,cellular,29,jul,7,-1,0,,17:03:25,17:05:09,DidNotAccept,BMW,X5 M,2019,M,,,FALSE,4,FALSE,35,blue-collar,divorced,primary,0,37,0,1,35,blue-collar,divorced,primary,0,37,0,1,cellular,29,jul,7,-1,0,,17:03:25,17:05:09,0
2802,HHe3d11c9201,,9,may,2,-1,0,,15:02:20,15:06:42,DidNotAccept,Honda,Pilot,2017,M,,,FALSE,4,TRUE,32,self-employed,married,tertiary,0,312,1,0,32,self-employed,married,tertiary,0,312,1,0,,9,may,2,-1,0,,15:02:20,15:06:42,0
2803,HHae95967261,,3,jul,2,-1,0,,13:50:08,13:54:45,DidNotAccept,Pontiac,Firebird,2007,M,,Apache,TRUE,2,FALSE,42,admin.,single,secondary,0,506,1,1,42,admin.,single,secondary,0,506,1,1,,3,jul,2,-1,0,,13:50:08,13:54:45,0
2804,HH51175e3c66,telephone,21,nov,1,-1,0,,13:30:04,13:34:34,DidNotAccept,Jeep,Compass,2019,M,,,FALSE,4,FALSE,48,housemaid,single,secondary,0,1385,0,0,48,housemaid,single,secondary,0,1385,0,0,telephone,21,nov,1,-1,0,,13:30:04,13:34:34,0
2805,HH354514838b,cellular,10,aug,1,-1,0,,13:15:24,13:23:47,Accepted,,Sedona,2012,F,,Tohono O'Odham,TRUE,4,FALSE,40,blue-collar,married,secondary,0,1515,1,0,40,blue-collar,married,secondary,0,1515,1,0,cellular,10,aug,1,-1,0,,13:15:24,13:23:47,1
2806,HH46cc67ce88,cellular,5,may,1,-1,0,,17:05:33,17:09:18,DidNotAccept,Acura,MDX,2012,M,,,FALSE,2,FALSE,54,blue-collar,married,primary,0,714,0,0,54,blue-collar,married,primary,0,714,0,0,cellular,5,may,1,-1,0,,17:05:33,17:09:18,0
2807,HH35da386e94,cellular,20,nov,2,-1,0,,14:30:29,14:41:11,DidNotAccept,Suzuki,SJ,1999,M,,,FALSE,1,TRUE,41,blue-collar,married,primary,0,-52,1,1,41,blue-collar,married,primary,0,-52,1,1,cellular,20,nov,2,-1,0,,14:30:29,14:41:11,0
2808,HH7374921394,cellular,7,aug,3,-1,0,,15:51:24,15:58:05,Accepted,Ferrari,F430 Spider,2016,F,,,TRUE,2,TRUE,60,management,married,tertiary,0,0,0,0,60,management,married,tertiary,0,0,0,0,cellular,7,aug,3,-1,0,,15:51:24,15:58:05,1
2809,HHde6ee3f6af,cellular,4,feb,5,-1,0,,16:38:50,16:43:31,DidNotAccept,,2e,2019,M,,,FALSE,3,TRUE,38,self-employed,married,secondary,0,581,1,0,38,self-employed,married,secondary,0,581,1,0,cellular,4,feb,5,-1,0,,16:38:50,16:43:31,0
2810,HH47ac3b5295,,19,may,2,-1,0,,16:29:40,16:33:11,DidNotAccept,Buick,Hearse,2006,M,,,FALSE,3,FALSE,45,blue-collar,married,secondary,0,4111,1,0,45,blue-collar,married,secondary,0,4111,1,0,,19,may,2,-1,0,,16:29:40,16:33:11,0
2811,HH04b6245819,cellular,22,aug,2,-1,0,,9:08:48,9:12:17,DidNotAccept,Audi,R8,2018,M,,,FALSE,2,TRUE,30,management,divorced,tertiary,0,0,0,0,30,management,divorced,tertiary,0,0,0,0,cellular,22,aug,2,-1,0,,09:08:48,09:12:17,0
2812,HH1cb57ea86f,cellular,5,mar,3,-1,0,,17:44:44,17:46:06,Accepted,Jeep,Wrangler,2012,M,,,TRUE,3,FALSE,27,student,single,tertiary,0,0,0,0,27,student,single,tertiary,0,0,0,0,cellular,5,mar,3,-1,0,,17:44:44,17:46:06,1
2813,HH6bf01be45b,,23,may,2,-1,0,,9:29:47,9:38:49,DidNotAccept,Ram,3500,2019,M,,,TRUE,5,FALSE,39,unemployed,married,secondary,0,-455,1,0,39,unemployed,married,secondary,0,-455,1,0,,23,may,2,-1,0,,09:29:47,09:38:49,0
2814,HH0237d2fb18,cellular,29,jan,1,127,3,failure,14:40:29,14:42:40,DidNotAccept,Volkswagen,Golf,1997,F,,,FALSE,2,TRUE,32,management,divorced,tertiary,0,530,1,0,32,management,divorced,tertiary,0,530,1,0,cellular,29,jan,1,127,3,failure,14:40:29,14:42:40,0
2815,HHc7b6490198,,4,jun,1,-1,0,,16:00:15,16:15:35,Accepted,Audi,A6,2009,F,,Delaware,FALSE,3,FALSE,36,blue-collar,married,primary,0,403,1,0,36,blue-collar,married,primary,0,403,1,0,,4,jun,1,-1,0,,16:00:15,16:15:35,1
2816,HH36ade20b25,cellular,4,feb,1,-1,0,,17:26:24,17:40:56,Accepted,Chevrolet,,2008,M,,,FALSE,4,FALSE,45,blue-collar,married,secondary,0,7895,1,0,45,blue-collar,married,secondary,0,7895,1,0,cellular,4,feb,1,-1,0,,17:26:24,17:40:56,1
2817,HHfd142b62c1,cellular,25,jul,1,-1,0,,17:40:47,18:14:22,Accepted,Chrysler,300M,2014,M,,,TRUE,2,TRUE,51,unemployed,married,primary,0,1162,1,0,51,unemployed,married,primary,0,1162,1,0,cellular,25,jul,1,-1,0,,17:40:47,18:14:22,1
2818,HH41c15c159c,cellular,9,jul,1,-1,0,,11:23:15,11:25:29,DidNotAccept,Ford,F450,2019,M,,Korean,TRUE,4,FALSE,31,management,single,tertiary,0,933,1,0,31,management,single,tertiary,0,933,1,0,cellular,9,jul,1,-1,0,,11:23:15,11:25:29,0
2819,HH6292b67dee,cellular,15,jul,2,182,1,success,13:05:53,13:10:03,DidNotAccept,Chevrolet,Tahoe,2018,F,,,TRUE,4,FALSE,64,housemaid,married,primary,0,768,0,0,64,housemaid,married,primary,0,768,0,0,cellular,15,jul,2,182,1,success,13:05:53,13:10:03,0
2820,HH7c4b430495,cellular,26,may,1,-1,0,,15:13:03,15:14:46,DidNotAccept,Buick,Lucerne,2019,M,,,TRUE,2,FALSE,27,unemployed,single,primary,0,223,0,0,27,unemployed,single,primary,0,223,0,0,cellular,26,may,1,-1,0,,15:13:03,15:14:46,0
2821,HH7f901da29f,cellular,11,nov,1,92,3,success,11:44:03,11:48:52,Accepted,Volkswagen,New Beetle,2019,M,,,FALSE,1,FALSE,62,blue-collar,married,secondary,0,272,0,0,62,blue-collar,married,secondary,0,272,0,0,cellular,11,nov,1,92,3,success,11:44:03,11:48:52,1
2822,HHadb72e4303,,4,oct,1,-1,0,,12:22:31,12:22:36,DidNotAccept,Suzuki,XL-7,2017,F,,,FALSE,2,TRUE,21,technician,single,secondary,0,519,0,0,21,technician,single,secondary,0,519,0,0,,4,oct,1,-1,0,,12:22:31,12:22:36,0
2823,HH41d8b7d74d,cellular,6,may,1,-1,0,,13:22:44,13:31:34,Accepted,Chevrolet,Tracker,2013,F,,Puerto Rican,TRUE,3,FALSE,31,technician,single,secondary,0,53,1,1,31,technician,single,secondary,0,53,1,1,cellular,6,may,1,-1,0,,13:22:44,13:31:34,1
2824,HH0856646cf2,,26,may,1,-1,0,,14:35:05,14:36:48,DidNotAccept,Infiniti,I,2007,F,,,TRUE,3,TRUE,35,services,married,secondary,0,-197,1,0,35,services,married,secondary,0,-197,1,0,,26,may,1,-1,0,,14:35:05,14:36:48,0
2825,HH81d392803e,cellular,2,jun,1,-1,0,,11:06:22,11:09:11,Accepted,GMC,Sierra 2500,2010,F,,,TRUE,2,TRUE,43,blue-collar,married,secondary,0,2160,0,0,43,blue-collar,married,secondary,0,2160,0,0,cellular,2,jun,1,-1,0,,11:06:22,11:09:11,1
2826,HH1918888652,,9,may,3,-1,0,,9:01:17,9:04:46,DidNotAccept,Toyota,Avalon,2019,M,,,TRUE,3,FALSE,47,blue-collar,married,primary,0,94,1,0,47,blue-collar,married,primary,0,94,1,0,,9,may,3,-1,0,,09:01:17,09:04:46,0
2827,HHd77978fc1f,,17,jun,1,-1,0,,10:48:32,10:49:51,DidNotAccept,Lamborghini,Diablo,2007,M,,,FALSE,1,TRUE,37,housemaid,married,secondary,0,942,0,0,37,housemaid,married,secondary,0,942,0,0,,17,jun,1,-1,0,,10:48:32,10:49:51,0
2828,HH39ad1da699,cellular,11,oct,2,503,2,failure,11:05:39,11:12:02,Accepted,BMW,5 Series,2004,F,,American Indian,FALSE,1,FALSE,33,management,single,tertiary,0,816,1,0,33,management,single,tertiary,0,816,1,0,cellular,11,oct,2,503,2,failure,11:05:39,11:12:02,1
2829,HHd47388cfab,cellular,21,nov,4,-1,0,,9:57:37,9:59:00,DidNotAccept,Chevrolet,Corvette,1964,M,,Alaskan Athabascan,TRUE,2,TRUE,35,management,married,tertiary,0,656,1,1,35,management,married,tertiary,0,656,1,1,cellular,21,nov,4,-1,0,,09:57:37,09:59:00,0
2830,HHccd2cd5139,,31,aug,1,-1,0,,11:36:43,11:37:17,Accepted,Mercury,Sable,2009,F,,,FALSE,3,TRUE,34,admin.,single,tertiary,0,625,0,1,34,admin.,single,tertiary,0,625,0,1,,31,aug,1,-1,0,,11:36:43,11:37:17,1
2831,HHdb7208233e,,14,may,2,-1,0,,15:05:43,15:09:00,DidNotAccept,Toyota,Tacoma,2010,F,,,TRUE,2,TRUE,34,blue-collar,married,primary,0,357,1,0,34,blue-collar,married,primary,0,357,1,0,,14,may,2,-1,0,,15:05:43,15:09:00,0
2832,HH6f62dbd4cb,,5,may,2,-1,0,,13:58:21,14:12:30,DidNotAccept,Jeep,Liberty,2019,M,,Cherokee,FALSE,1,FALSE,45,management,married,tertiary,0,523,1,0,45,management,married,tertiary,0,523,1,0,,5,may,2,-1,0,,13:58:21,14:12:30,0
2833,HH27c2de76d3,,7,may,3,-1,0,,13:56:04,14:01:31,DidNotAccept,Nissan,Quest,2003,M,,Chippewa,TRUE,1,FALSE,37,blue-collar,married,primary,0,693,1,0,37,blue-collar,married,primary,0,693,1,0,,7,may,3,-1,0,,13:56:04,14:01:31,0
2834,HH6e61dbc497,cellular,8,may,1,-1,0,,9:23:47,9:25:58,DidNotAccept,Audi,riolet,2005,M,,,FALSE,5,FALSE,43,self-employed,married,secondary,0,0,1,0,43,self-employed,married,secondary,0,0,1,0,cellular,8,may,1,-1,0,,09:23:47,09:25:58,0
2835,HH7fed4b59a8,,6,jun,2,-1,0,,10:24:14,10:25:03,DidNotAccept,Nissan,Rogue,2019,M,,,FALSE,1,FALSE,58,management,single,,0,1873,0,0,58,management,single,,0,1873,0,0,,6,jun,2,-1,0,,10:24:14,10:25:03,0
2836,HH47fa5cc924,cellular,31,jul,2,-1,0,,12:24:57,12:34:31,Accepted,Lotus,Elise,2019,M,,,TRUE,5,TRUE,51,unemployed,divorced,tertiary,0,0,0,0,51,unemployed,divorced,tertiary,0,0,0,0,cellular,31,jul,2,-1,0,,12:24:57,12:34:31,1
2837,HH397fc81b6b,cellular,12,oct,1,92,4,success,12:52:29,12:56:31,DidNotAccept,Plymouth,Voyager,2006,F,,,FALSE,2,FALSE,43,admin.,single,secondary,0,386,0,0,43,admin.,single,secondary,0,386,0,0,cellular,12,oct,1,92,4,success,12:52:29,12:56:31,0
2838,HHca16876b24,cellular,17,nov,1,-1,0,,12:58:55,13:02:39,Accepted,Lincoln,Town Car,2017,F,,Paiute,FALSE,2,TRUE,34,admin.,single,secondary,0,557,0,0,34,admin.,single,secondary,0,557,0,0,cellular,17,nov,1,-1,0,,12:58:55,13:02:39,1
2839,HH99e7d5a775,cellular,7,may,1,-1,0,,15:07:40,15:11:40,DidNotAccept,Land Rover,Range Rover Sport,2018,F,,,FALSE,5,FALSE,29,services,divorced,secondary,0,92,1,0,29,services,divorced,secondary,0,92,1,0,cellular,7,may,1,-1,0,,15:07:40,15:11:40,0
2840,HHfc2cbefb1b,,18,jun,1,-1,0,,9:42:36,9:50:09,DidNotAccept,Volkswagen,Cabriolet,1999,M,,,FALSE,2,TRUE,48,self-employed,single,,0,0,0,0,48,self-employed,single,,0,0,0,0,,18,jun,1,-1,0,,09:42:36,09:50:09,0
2841,HH3f6b2e50f3,cellular,17,apr,1,-1,0,,10:51:02,10:53:32,DidNotAccept,Ford,Bronco,1999,M,,Nicaraguan,TRUE,5,TRUE,50,blue-collar,married,secondary,0,325,1,0,50,blue-collar,married,secondary,0,325,1,0,cellular,17,apr,1,-1,0,,10:51:02,10:53:32,0
2842,HH44271b40b5,cellular,8,aug,4,-1,0,,9:47:55,10:08:01,Accepted,Chevrolet,Express 3500,2008,M,,,FALSE,1,TRUE,46,management,married,tertiary,0,4,0,0,46,management,married,tertiary,0,4,0,0,cellular,8,aug,4,-1,0,,09:47:55,10:08:01,1
2843,HHd25f4ffbd2,cellular,11,oct,1,231,1,success,10:11:10,10:18:40,Accepted,Jeep,Commander,2017,F,"$1,051.72 ",,FALSE,2,FALSE,28,,single,,0,326,0,0,28,,single,,0,326,0,0,cellular,11,oct,1,231,1,success,10:11:10,10:18:40,1
2844,HH4bd92b3475,cellular,18,may,2,-1,0,,14:43:39,14:54:18,Accepted,Subaru,Legacy,2003,F,,Aleut,TRUE,5,FALSE,20,blue-collar,single,secondary,0,76,1,0,20,blue-collar,single,secondary,0,76,1,0,cellular,18,may,2,-1,0,,14:43:39,14:54:18,1
2845,HHe4c37aab6e,cellular,27,aug,3,-1,0,,13:58:56,13:59:33,DidNotAccept,Audi,A3,2019,M,,,FALSE,5,FALSE,39,management,single,tertiary,0,816,1,0,39,management,single,tertiary,0,816,1,0,cellular,27,aug,3,-1,0,,13:58:56,13:59:33,0
2846,HH307e7d824a,cellular,1,jun,1,-1,0,,16:37:35,16:50:36,Accepted,Porsche,911,2014,M,,,FALSE,1,TRUE,53,technician,married,secondary,0,284,0,0,53,technician,married,secondary,0,284,0,0,cellular,1,jun,1,-1,0,,16:37:35,16:50:36,1
2847,HHdb4f033e3d,cellular,23,sep,2,92,4,success,15:15:01,15:21:50,Accepted,,Continental GTC,2019,M,,,TRUE,1,FALSE,33,management,single,tertiary,0,224,0,0,33,management,single,tertiary,0,224,0,0,cellular,23,sep,2,92,4,success,15:15:01,15:21:50,1
2848,HH60b04e4a05,cellular,21,nov,1,-1,0,,13:17:55,13:32:48,Accepted,Chevrolet,Uplander,2016,F,"$1,256.35 ",,FALSE,2,FALSE,46,services,married,secondary,0,2948,0,0,46,services,married,secondary,0,2948,0,0,cellular,21,nov,1,-1,0,,13:17:55,13:32:48,1
2849,HHb73ac86613,,26,may,2,-1,0,,10:33:56,10:44:38,Accepted,Acura,RL,2007,F,,,FALSE,3,FALSE,37,blue-collar,divorced,secondary,0,316,1,0,37,blue-collar,divorced,secondary,0,316,1,0,,26,may,2,-1,0,,10:33:56,10:44:38,1
2850,HHe6d1f17dfd,cellular,8,jul,2,-1,0,,17:43:42,17:53:48,DidNotAccept,Suzuki,Verona,2014,M,,,FALSE,4,TRUE,27,services,single,secondary,0,167,0,1,27,services,single,secondary,0,167,0,1,cellular,8,jul,2,-1,0,,17:43:42,17:53:48,0
2851,HHea06a07647,telephone,19,nov,1,175,1,other,9:15:53,9:26:16,Accepted,Lamborghini,Gallardo,2019,M,,,FALSE,3,FALSE,38,blue-collar,married,primary,0,190,1,0,38,blue-collar,married,primary,0,190,1,0,telephone,19,nov,1,175,1,other,09:15:53,09:26:16,1
2852,HH2b6af9a59e,cellular,8,may,1,303,1,failure,13:14:31,13:15:21,DidNotAccept,Morgan,Aero 8,2019,M,,Crow,TRUE,3,FALSE,31,management,single,secondary,0,1090,1,0,31,management,single,secondary,0,1090,1,0,cellular,8,may,1,303,1,failure,13:14:31,13:15:21,0
2853,HH3bbaf827bd,telephone,7,jul,2,460,2,failure,15:09:59,15:16:37,Accepted,Audi,A4,2019,M,,,FALSE,4,FALSE,52,services,married,secondary,0,657,0,0,52,services,married,secondary,0,657,0,0,telephone,7,jul,2,460,2,failure,15:09:59,15:16:37,1
2854,HH9f46f3de0a,cellular,23,jul,1,-1,0,,10:22:38,10:23:37,DidNotAccept,Eagle,Vision,2004,F,,Pima,FALSE,1,TRUE,52,blue-collar,married,secondary,0,1027,0,0,52,blue-collar,married,secondary,0,1027,0,0,cellular,23,jul,1,-1,0,,10:22:38,10:23:37,0
2855,HH49dffb29c0,cellular,11,aug,4,-1,0,,11:41:17,11:43:01,DidNotAccept,Chevrolet,Express,2019,M,,Sri Lankan,FALSE,1,TRUE,33,management,married,tertiary,0,752,1,0,33,management,married,tertiary,0,752,1,0,cellular,11,aug,4,-1,0,,11:41:17,11:43:01,0
2856,HHcfdcae0140,cellular,28,jan,5,204,2,success,9:29:21,9:31:35,Accepted,Volkswagen,Golf,1998,M,,Apache,TRUE,4,TRUE,52,technician,married,tertiary,0,2557,0,0,52,technician,married,tertiary,0,2557,0,0,cellular,28,jan,5,204,2,success,09:29:21,09:31:35,1
2857,HH01ac9a3cea,cellular,18,nov,3,175,2,failure,17:35:52,17:47:54,DidNotAccept,Pontiac,Sunfire,,M,,Pakistani,FALSE,1,TRUE,38,technician,married,secondary,0,508,1,0,38,technician,married,secondary,0,508,1,0,cellular,18,nov,3,175,2,failure,17:35:52,17:47:54,0
2858,HH188d71bc26,cellular,31,jul,16,-1,0,,12:33:37,12:33:43,DidNotAccept,Volvo,S60,2011,F,,Yakama,FALSE,2,TRUE,48,management,married,secondary,0,-876,0,1,48,management,married,secondary,0,-876,0,1,cellular,31,jul,16,-1,0,,12:33:37,12:33:43,0
2859,HH32b2c07730,cellular,13,aug,2,-1,0,,13:53:45,14:24:27,Accepted,Nissan,Pathfinder Armada,2014,F,,,TRUE,1,TRUE,40,technician,married,secondary,0,42,0,0,40,technician,married,secondary,0,42,0,0,cellular,13,aug,2,-1,0,,13:53:45,14:24:27,1
2860,HH11382427ee,,28,may,2,-1,0,,12:09:04,12:11:09,DidNotAccept,Ford,,2017,F,,,TRUE,2,FALSE,30,admin.,married,primary,0,-171,1,0,30,admin.,married,primary,0,-171,1,0,,28,may,2,-1,0,,12:09:04,12:11:09,0
2861,HH854dd802f7,cellular,30,apr,1,-1,0,,16:41:59,16:55:49,Accepted,Chevrolet,Corvette,1995,F,,,TRUE,3,FALSE,38,unemployed,married,tertiary,0,2812,1,0,38,unemployed,married,tertiary,0,2812,1,0,cellular,30,apr,1,-1,0,,16:41:59,16:55:49,1
2862,HH754a854a47,cellular,19,nov,1,-1,0,,15:52:29,15:54:10,DidNotAccept,Ford,Excursion,2013,M,,Cree,FALSE,2,TRUE,42,technician,married,secondary,0,-556,1,0,42,technician,married,secondary,0,-556,1,0,cellular,19,nov,1,-1,0,,15:52:29,15:54:10,0
2863,HH1c09bb0d93,cellular,30,oct,1,197,1,failure,14:54:20,14:57:15,Accepted,BMW,3 Series,2012,F,"$1,045.96 ",,FALSE,5,TRUE,46,housemaid,married,primary,0,3512,0,0,46,housemaid,married,primary,0,3512,0,0,cellular,30,oct,1,197,1,failure,14:54:20,14:57:15,1
2864,HHed63c14e4b,cellular,20,aug,1,-1,0,,17:36:00,17:43:54,Accepted,Geo,Prizm,,M,,,TRUE,5,FALSE,34,self-employed,single,tertiary,0,9962,0,0,34,self-employed,single,tertiary,0,9962,0,0,cellular,20,aug,1,-1,0,,17:36:00,17:43:54,1
2865,HH4ba3082347,telephone,6,apr,1,-1,0,,13:12:23,13:15:59,DidNotAccept,Volkswagen,Jetta,2018,F,,,TRUE,3,FALSE,33,admin.,married,secondary,0,796,1,0,33,admin.,married,secondary,0,796,1,0,telephone,6,apr,1,-1,0,,13:12:23,13:15:59,0
2866,HHb156d15fd9,cellular,18,aug,4,-1,0,,15:08:06,15:10:41,DidNotAccept,Pontiac,Daewoo Kalos,,F,,,FALSE,3,FALSE,52,blue-collar,married,primary,0,9804,1,1,52,blue-collar,married,primary,0,9804,1,1,cellular,18,aug,4,-1,0,,15:08:06,15:10:41,0
2867,HH86eb6b9c6c,cellular,5,feb,2,202,1,other,16:51:36,17:01:42,DidNotAccept,Chevrolet,Venture,2007,M,"$1,166.48 ",Menominee,TRUE,4,TRUE,38,housemaid,married,secondary,0,333,1,0,38,housemaid,married,secondary,0,333,1,0,cellular,5,feb,2,202,1,other,16:51:36,17:01:42,0
2868,HHbfe23b0f97,cellular,10,aug,1,102,1,success,11:56:17,11:58:55,DidNotAccept,Ford,Econoline E350,2009,F,$384.43 ,Osage,FALSE,5,FALSE,48,blue-collar,married,secondary,0,1730,1,0,48,blue-collar,married,secondary,0,1730,1,0,cellular,10,aug,1,102,1,success,11:56:17,11:58:55,0
2869,HHbca43fd4c6,,12,jun,2,-1,0,,15:40:46,15:50:23,Accepted,,iQ,2019,M,$134.85 ,,FALSE,2,FALSE,40,management,married,secondary,0,406,1,0,40,management,married,secondary,0,406,1,0,,12,jun,2,-1,0,,15:40:46,15:50:23,1
2870,HHf192fc6d06,cellular,30,jan,2,-1,0,,15:26:45,15:34:27,DidNotAccept,GMC,Yukon XL 2500,2010,M,,,TRUE,4,TRUE,32,services,single,secondary,0,717,0,0,32,services,single,secondary,0,717,0,0,cellular,30,jan,2,-1,0,,15:26:45,15:34:27,0
2871,HHef55aacdb5,cellular,24,jul,1,-1,0,,13:19:25,13:22:32,DidNotAccept,,626,1996,F,$302.34 ,,TRUE,4,FALSE,27,services,single,tertiary,0,1501,1,0,27,services,single,tertiary,0,1501,1,0,cellular,24,jul,1,-1,0,,13:19:25,13:22:32,0
2872,HH4746d47aa8,cellular,1,jun,1,237,2,failure,15:54:51,16:00:17,Accepted,Mitsubishi,Challenger,2013,M,,,FALSE,4,FALSE,33,admin.,single,tertiary,0,272,1,0,33,admin.,single,tertiary,0,272,1,0,cellular,1,jun,1,237,2,failure,15:54:51,16:00:17,1
2873,HHfc425e7423,,19,jun,1,-1,0,,16:55:21,17:01:56,DidNotAccept,Ford,E-Series,2016,F,,,TRUE,5,FALSE,37,entrepreneur,married,tertiary,0,678,0,1,37,entrepreneur,married,tertiary,0,678,0,1,,19,jun,1,-1,0,,16:55:21,17:01:56,0
2874,HHe48eaed75d,cellular,6,apr,2,-1,0,,9:29:42,9:33:25,DidNotAccept,Mercedes-Benz,S-Class,2006,F,,,FALSE,2,TRUE,32,technician,single,tertiary,0,948,1,0,32,technician,single,tertiary,0,948,1,0,cellular,6,apr,2,-1,0,,09:29:42,09:33:25,0
2875,HH15eba591bd,cellular,14,may,2,356,8,success,17:22:20,17:24:54,DidNotAccept,Alfa Romeo,164,2002,F,,Fijian,TRUE,1,FALSE,36,blue-collar,married,primary,0,994,1,0,36,blue-collar,married,primary,0,994,1,0,cellular,14,may,2,356,8,success,17:22:20,17:24:54,0
2876,HH8c193f0129,cellular,26,may,2,-1,0,,12:28:03,12:29:46,DidNotAccept,Pontiac,G6,2015,F,,,FALSE,5,FALSE,53,blue-collar,married,primary,0,655,1,0,53,blue-collar,married,primary,0,655,1,0,cellular,26,may,2,-1,0,,12:28:03,12:29:46,0
2877,HH201893e9f8,cellular,13,feb,1,-1,0,,14:34:22,14:35:18,DidNotAccept,Mitsubishi,Diamante,2015,M,"$1,026.55 ",South American,FALSE,3,FALSE,36,admin.,single,tertiary,0,635,0,0,36,admin.,single,tertiary,0,635,0,0,cellular,13,feb,1,-1,0,,14:34:22,14:35:18,0
2878,HH4e987f742d,,28,may,5,-1,0,,12:46:17,12:48:37,DidNotAccept,Ford,Thunderbird,1987,M,,Bolivian,TRUE,5,FALSE,44,technician,married,secondary,0,398,1,0,44,technician,married,secondary,0,398,1,0,,28,may,5,-1,0,,12:46:17,12:48:37,0
2879,HH3b0ba7f49a,,30,may,2,-1,0,,16:27:11,16:28:27,DidNotAccept,Mercedes-Benz,GL-Class,2018,M,$807.47 ,,FALSE,3,TRUE,29,services,divorced,secondary,0,590,1,0,29,services,divorced,secondary,0,590,1,0,,30,may,2,-1,0,,16:27:11,16:28:27,0
2880,HHa42515f432,cellular,9,jul,5,-1,0,,10:55:53,11:05:09,Accepted,Morgan,Aero 8,,F,,Salvadoran,FALSE,5,FALSE,38,management,married,tertiary,1,327,1,1,38,management,married,tertiary,1,327,1,1,cellular,9,jul,5,-1,0,,10:55:53,11:05:09,1
2881,HHcaf6c9c5eb,cellular,29,jan,2,-1,0,,10:43:59,10:51:24,DidNotAccept,Acura,SLX,2006,M,,,TRUE,1,TRUE,31,entrepreneur,single,tertiary,0,137,0,0,31,entrepreneur,single,tertiary,0,137,0,0,cellular,29,jan,2,-1,0,,10:43:59,10:51:24,0
2882,HH8f3bd4a84c,cellular,6,nov,1,-1,0,,14:25:57,14:28:27,Accepted,Dodge,Neon,2010,M,,,TRUE,4,TRUE,30,management,single,tertiary,0,12857,1,0,30,management,single,tertiary,0,12857,1,0,cellular,6,nov,1,-1,0,,14:25:57,14:28:27,1
2883,HHed2777d590,cellular,18,nov,1,-1,0,,16:04:53,16:16:12,DidNotAccept,Lincoln,Continental,2001,F,,,FALSE,3,TRUE,33,blue-collar,married,primary,0,3074,0,0,33,blue-collar,married,primary,0,3074,0,0,cellular,18,nov,1,-1,0,,16:04:53,16:16:12,0
2884,HH133973522a,cellular,25,jan,1,202,2,success,12:19:14,12:30:50,Accepted,Ford,Taurus,1998,F,,,FALSE,1,FALSE,38,unemployed,married,primary,0,7005,1,0,38,unemployed,married,primary,0,7005,1,0,cellular,25,jan,1,202,2,success,12:19:14,12:30:50,1
2885,HH0057415ea9,cellular,29,jul,4,-1,0,,14:22:49,14:35:04,DidNotAccept,Chevrolet,Corvette,2010,M,,,FALSE,5,FALSE,39,blue-collar,divorced,secondary,0,150,0,0,39,blue-collar,divorced,secondary,0,150,0,0,cellular,29,jul,4,-1,0,,14:22:49,14:35:04,0
